pointid,grid_code,Slope,Soil_depth,Curvature,Row,Col
246,6.002800941467285,0.3922587019276547,2.8823515896868246,0.0003018461569585884,10,85
247,5.869440078735352,0.4920435542908929,2.882743674523247,0.0005772440420380482,10,86
248,6.07349967956543,0.39607679540449614,2.88214373332931,-0.00018446178926762296,10,87
249,0.6547213196754456,2.649092696506011,2.8980751001735547,0.0009968755850393277,11,39
250,0.681212306022644,2.567028458251835,2.8979972158989944,0.00116348817135797,11,40
251,0.453649640083313,2.374866305593027,2.898666256791674,0.0018347136897494893,11,41
252,0.47978127002716064,2.77526320992105,2.8985894290354484,0.001638873314467474,11,42
253,1.3411966562271118,3.4110150990450423,2.8960568426088824,0.0007500765706373075,11,43
254,1.9516693353652954,4.20581823581091,2.894262035079619,0.0003291170680074823,11,44
255,3.04632568359375,2.886584636241041,2.8910437134038154,-0.00038634562820818156,11,45
256,3.352619171142578,2.8096196661705157,2.8901432015932085,5.841281168695076e-05,11,46
257,3.65390944480896,5.128307880503583,2.889257399377729,0.0029989120352490028,11,47
258,3.712599992752075,5.815265783949398,2.889084847450436,0.00507651446257122,11,48
259,5.530754089355469,12.79682607260873,2.8837394212365206,0.00873627925142757,11,49
260,11.17640495300293,20.883221612373717,2.867141042596594,0.008770945972702674,11,50
261,21.002553939819336,27.061012705914333,2.8382518772205154,0.0039488242813553055,11,51
262,33.3746452331543,29.37089110527663,2.801877567010011,-0.003083587357203657,11,52
263,45.08335494995117,25.66732147040267,2.767453618034388,-0.011539473558860825,11,53
264,48.91365432739258,16.584441268399594,2.7561924258518498,-0.01450779544584804,11,54
265,40.3379020690918,20.42901605460441,2.7814053882796252,-0.006760438311043252,11,55
266,28.557788848876953,18.851451918388772,2.816039265643414,0.002428643709984832,11,56
267,22.83319664001465,18.076896781297403,2.8328697341468243,0.003922456247087982,11,57
268,21.81773567199707,18.54162729309009,2.8358552190888267,0.0011770129946930437,11,58
269,22.232738494873047,18.22450887499409,2.8346350986532736,-0.0004899394109310638,11,59
270,21.225711822509766,18.056855596976664,2.8375957865194006,0.0014809397631591046,11,60
271,19.977188110351562,15.506794925162392,2.841266482744838,0.0049910598107499584,11,61
272,22.5860538482666,18.319362243286044,2.8335963411819804,0.005006673018186879,11,62
273,31.513980865478516,25.56995636066925,2.8073479746640455,0.0009496538158286856,11,63
274,41.816314697265625,25.74685560818953,2.777058811918255,-0.004133333995964665,11,64
275,48.623756408691406,22.539984865159713,2.7570447342105746,-0.006197439635597898,11,65
276,49.73386764526367,20.453063045742656,2.753780974711079,-0.00476573671219735,11,66
277,45.207149505615234,23.402349414786457,2.767089658420501,0.0011369053215893282,11,67
278,39.39535903930664,25.094268878382547,2.78417649235082,0.006465869881970997,11,68
279,40.8835334777832,19.854381702590487,2.7798012159816867,0.004286891678464074,11,69
280,46.75923156738281,15.321540549532383,2.7625264917699845,-0.0026984280848522555,11,70
281,49.0341796875,11.856300212548188,2.7558380777685034,-0.006128402705643599,11,71
282,46.090919494628906,16.238312097486425,2.764491348807927,-0.006984041935224432,11,72
